Target_ID_max,Target_Class_max,Vx_max,Vy_max,ax_max,ay_max,TIT_T1_max,TET_T1_max,TIT_T2_max,TET_T2_max,TIT_T3_max,TET_T3_max,Gap_Factor_max,Vx_min,Vy_min,ax_min,ay_min,TTC_min,Gap_Factor_min,Vx_mean,Vy_mean,ax_mean,ay_mean,Gap_Factor_mean
1,person,-1.295475236696762,0.0091791363560337,0.0,0.0,0.0,0.0,0.535228428586028,0.1,1.535228428586028,0.1,0.0,-1.295475236696762,0.0091791363560337,0.0,0.0,2.464771571413972,0.0,-1.295475236696762,0.0091791363560337,0.0,0.0,0.0
2,bicycleperson,0.3578860957193015,0.0263187196620412,0.3874317096936132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0295456139743117,-0.1652280842922726,-0.0318025230107679,-0.0664029721059286,10.0,0.0,0.07992979111859067,-0.05488914749878511,0.0702083109580037,-0.024305945767212362,0.0
3,person,-0.761034891974548,-0.0118003068773386,0.0,0.0,0.0,0.0,0.0,0.0,0.20699875639846743,0.1,0.0,-0.761034891974548,-0.0118003068773386,0.0,0.0,3.7930012436015326,0.0,-0.761034891974548,-0.0118003068773386,0.0,0.0,0.0
4,bicycleperson,-0.7487692402419839,-0.0100157871361377,0.0122656517325641,0.0017845197412009,0.0,0.0,0.0,0.0,0.0,0.0,0.7533576011657714,-0.761034891974548,-0.0118003068773386,0.0,0.0,10.0,0.0,-0.7569463413970267,-0.011205466963604966,0.0040885505775213665,0.0005948399137336334,0.3589021404584249
13,bicycleperson,-2.6620586544265183,0.0702220630293857,0.0,0.0070064254358834,0.0,0.0,0.0,0.0,0.20699875639846743,0.1,0.5408353805541992,-3.0085349284794525,0.0632156375935022,-0.3464762740529341,0.0,3.7930012436015326,0.0,-2.7775507457774964,0.0655511127387967,-0.11549209135097803,0.0023354751452944666,0.18027846018473306
17,bicycleperson,0.7760653983767227,0.0396069672401061,1.916913152729076,0.0260667837771516,0.0,0.0,0.0,0.0,0.0,0.0,0.7533576011657714,-5.2404642931416685,-0.2981806723136448,-2.48477015910323,-0.2604692523787016,10.0,0.0,-2.2856284580221784,-0.12486216395852633,0.15109084507695741,-0.04177425962066556,0.15381520305361066
18,bicycleperson,1.767034993472251,0.0075229939945322,1.3428006811212003,0.0050318911194917,0.0,0.0,0.535228428586028,0.1,1.535228428586028,0.1,0.5408353805541992,-7.632569774376151,-0.0192911713668122,-1.767034993472251,-0.0152616310841429,2.464771571413972,0.0,-2.2552640492295133,-0.005436936740354,-0.07628567540801323,-0.0012847397152196004,0.09013923009236653
25,bicycleperson,0.6453382307522073,0.0130219499405368,0.5542088142887792,0.0105003097628916,1.9278403015918761,0.1,2.927840301591876,0.1,3.927840301591876,0.1,0.21315032243728638,-2.7617941099730263,-0.0090037896230814,-2.452478927684176,-0.0112254166192822,0.07215969840812396,0.0,-0.4653450302413688,0.00314249281882755,-0.32878846690093283,-0.00013852088049315833,0.017762526869773865
28,bicycleperson,2.2573089595806977,0.2191097593646851,2.10878648012103,0.1665080906069347,1.4514128558896013,0.1,2.4514128558896013,0.1,3.4514128558896013,0.1,1.180832862854004,-1.27921104897203,-0.2343027571331779,-0.3399744021539561,0.0,0.5485871441103988,0.0,0.45443075738030847,0.014596669158009888,0.2561167226421027,0.02837045588992887,0.2903229002312664
31,bicycleperson,1.2219531398555314,0.0443727027848325,0.2600274644994995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6136132478713989,-1.8051876433259155,-0.1308173084674494,-1.1289492129160226,-0.1094735478045639,10.0,0.0,-0.14708765934656642,-0.007857412119390941,-0.327632821153185,-0.027791552578313984,0.35815858500344416
33,bicycleperson,0.3595571047483581,-0.0167605980373147,0.2245230873272092,0.0,0.17374009348742958,0.1,1.1737400934874296,0.1,2.17374009348743,0.1,0.5411975185076395,-0.0894890699060603,-0.0523478182196054,0.0,-0.0177936100911453,1.8262599065125704,0.0,0.06019298831207917,-0.02862300476474493,0.07484102910906973,-0.0059312033637151,0.3347286090018257
38,bicycleperson,-0.0504951495334253,0.0551528683832998,1.3981441161728156,0.0353579333750797,1.4514128558896013,0.1,2.4514128558896013,0.1,3.4514128558896013,0.1,1.1721388816833496,-1.7401086797232352,-0.0548546616785954,-0.6448733997614298,0.0,0.5485871441103988,0.0,-0.8792944227433255,-0.006489484846743075,0.1305925163035475,0.013750941257736862,0.4985010479887326
45,bicycleperson,0.7708942411222068,-0.0329448471475715,2.970612733795491,0.0209584498218443,0.7451493734491743,0.1,1.7451493734491743,0.1,2.7451493734491743,0.1,0.7147201810564313,-2.8018086159322166,-0.0837702752199418,-1.3753322369465053,-0.0508254280723703,1.2548506265508257,0.0,-1.032790953075006,-0.0633409769864422,0.38437634011439226,-0.006636946165744913,0.39291769789443126
46,bicycleperson,1.7151413127903972,0.4537703675784971,0.6367362452999696,0.1908520923535442,0.0,0.0,0.0,0.0,0.0,0.0,0.744253009557724,0.2875667541960887,0.2392723006541383,-0.3068513315496481,-0.0578481607602548,4.741957591453892,0.0,1.1774204813805424,0.3956092422877025,0.10134595097848453,0.0172182406324347,0.27844355947205
51,bicycleperson,0.9795909654202184,0.0197917333833599,2.11010123894126,0.004391544975183,1.9278403015918761,0.1,2.927840301591876,0.1,3.927840301591876,0.1,0.21315032243728638,-3.87188301833956,-0.049858048174461,-3.4952133207132725,-0.0535124192580152,0.07215969840812396,0.0,-1.3761518055294724,-0.008660189794673034,-0.13135720334674392,-0.008819204182069348,0.03552505373954773
55,bicycleperson,-0.0005647957445766,-0.0013135090040097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455199509859085,-0.0005647957445766,-0.0013135090040097,0.0,0.0,10.0,0.7455199509859085,-0.0005647957445766,-0.0013135090040097,0.0,0.0,0.7455199509859085
59,person,-0.0005647957445766,-0.0013135090040097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005647957445766,-0.0013135090040097,0.0,0.0,6.4748002955021535,0.0,-0.0005647957445766,-0.0013135090040097,0.0,0.0,0.0
